100	147876	2
100	85007	6
100	132454	8
100	117618	19
100	104038	12
100	45353	2
100	287716	7
100	222742	7
100	141295	8
100	145004	16
100	402709	11
100	266009	2
100	193630	7
100	388838	7
100	172599	8
100	232003	9
100	536456	16
100	350528	5
100	681993	13
100	298139	9
100	486234	3
100	229302	5
100	248339	10
100	624894	6
100	231784	5
100	192831	7
100	175745	9
100	295181	5
100	337679	7
100	451233	2
100	138602	8
100	139628	5
100	156741	5
100	122857	5
100	109849	4
100	243991	4
100	123965	15
100	199379	4
100	130970	5
100	108282	6
100	257887	5
100	494649	13
100	90266	4
100	75434	6
100	115024	4
100	252091	5
100	104805	7
100	85713	4
100	208586	8
100	106028	1
100	72900	3
100	90568	10
100	129421	5
100	106717	5
100	125697	11
100	76722	8
100	137840	7
100	675945	11
100	109892	2
100	79220	6
100	118493	11
100	199119	4
100	57325	5
100	191593	8
100	202092	7
100	225767	6
100	533673	13
100	208201	7
100	342155	3
100	197541	4
100	68483	7
100	127466	2
100	58215	8
100	120789	6
100	70158	5
100	31109	10
100	162585	9
100	108534	4
100	93071	10
100	114832	3
100	178210	10
100	46587	2
100	187858	3
100	151119	5
100	142097	9
100	252084	8
100	266132	13
100	191494	1
100	132227	11
100	151044	7
100	403248	8
100	271698	5
100	73293	12
100	153439	6
100	140755	3
100	269115	6
100	101713	8
100	84201	11
100	79025	5
100	611105	8
150	330280	3
150	112298	10
150	213791	5
150	87411	8
150	249788	4
150	80934	3
150	138956	8
150	98141	3
150	340428	2
150	172142	7
150	302787	6
150	419246	14
150	530415	15
150	329238	6
150	273648	9
150	463250	7
150	440177	11
150	368624	7
150	228727	3
150	371751	10
150	416885	20
150	593867	8
150	430392	10
150	1.25E+06	5
150	793434	10
150	634345	8
150	254122	3
150	353123	3
150	309218	6
150	353782	5
150	994140	18
150	1.02E+06	7
150	393111	11
150	492491	4
150	342939	5
150	1.53E+06	9
150	292996	12
150	300147	7
150	242789	11
150	745467	10
150	1.09E+06	10
150	225125	4
150	526599	13
150	1.76E+06	5
150	641708	9
150	663400	10
150	297279	2
150	345427	9
150	409514	7
150	545114	14
150	1.01E+06	14
150	1.00E+06	6
150	843402	10
150	1.18E+06	16
150	2.28E+06	10
150	435974	8
150	265206	13
150	834343	8
150	763998	5
150	1.10E+06	7
150	542626	12
150	395629	7
150	294011	8
150	167530	4
150	630210	15
150	663070	12
150	847467	9
150	259412	4
150	366425	4
150	627729	7
150	615183	6
150	148692	4
150	982428	3
150	367172	8
150	974963	11
150	401247	9
150	421323	8
150	269024	11
150	438843	7
150	411715	7
150	303286	12
150	1.21E+06	5
150	250731	5
150	700226	3
150	336047	2
150	401472	9
150	377971	14
150	792402	7
150	198349	3
150	252243	8
150	1.17E+06	5
150	845896	3
150	1.09E+06	15
150	644947	10
150	1.78E+06	15
150	1.10E+06	13
150	758470	3
150	731882	12
150	669802	7
150	590918	9
200	941563	15
200	667692	8
200	1.18E+06	17
200	1.24E+06	5
200	510033	7
200	582548	10
200	2.15E+06	14
200	942964	9
200	1.62E+06	4
200	1.36E+06	5
200	3.81E+06	8
200	1.43E+06	7
200	1.84E+06	8
200	2.17E+06	3
200	1.86E+06	13
200	2.93E+06	7
200	1.64E+06	6
200	2.47E+06	8
200	1.97E+06	6
200	1.45E+06	13
200	587807	11
200	775892	4
200	497857	2
200	2.70E+06	6
200	914102	11
200	485970	9
200	530866	1
200	827602	16
200	994590	8
200	493219	6
200	2.96E+06	10
200	1.03E+06	18
200	921072	7
200	2.64E+06	13
200	1.99E+06	8
200	1.08E+06	13
200	1.49E+06	14
200	1.31E+06	10
200	1.83E+06	15
200	912257	15
200	489892	10
200	311686	7
200	317368	7
200	266690	7
200	263415	9
200	505251	13
200	203049	6
200	711542	6
200	602530	8
200	309491	10
200	973298	12
200	1.88E+06	12
200	1.15E+06	15
200	949287	11
200	1.78E+06	10
200	1.19E+06	15
200	1.60E+06	8
200	901512	17
200	580827	8
200	972362	8
200	866302	3
200	1.56E+06	6
200	1.66E+06	13
200	1.51E+06	5
200	1.31E+07	14
200	2.52E+06	7
200	1.33E+06	6
200	3.19E+06	20
200	1.91E+06	19
200	1.23E+06	11
200	516964	15
200	906852	6
200	513163	11
200	885234	9
200	547981	15
200	445474	9
200	368063	5
200	712235	10
200	868852	8
200	526892	6
200	411582	4
200	491538	6
200	1.05E+06	12
200	1.14E+06	5
200	1.08E+06	12
200	629345	5
200	2.91E+06	11
200	736914	6
200	641025	5
200	926061	5
200	1.08E+06	15
200	436025	7
200	555316	7
200	528521	13
200	666616	2
200	704593	13
200	650124	3
200	609901	5
200	358553	7
200	905959	15
250	1.42E+06	9
250	811993	2
250	1.42E+06	8
250	714576	4
250	1.18E+06	8
250	1.41E+06	10
250	2.01E+06	8
250	1.44E+06	4
250	1.10E+06	5
250	943389	20
250	1.13E+06	13
250	1.48E+06	6
250	1.89E+06	9
250	696228	18
250	1.19E+06	14
250	1.10E+06	12
250	6.99E+06	13
250	1.01E+06	9
250	990790	5
250	568568	8
250	554657	7
250	2.59E+06	10
250	1.90E+06	8
250	1.51E+06	10
250	1.55E+06	4
250	309233	12
250	1.27E+06	2
250	1.96E+06	11
250	336301	12
250	1.15E+06	21
250	1.24E+06	22
250	930110	11
250	878681	13
250	5.65E+06	13
250	907204	12
250	2.43E+06	11
250	2.25E+06	4
250	757634	10
250	680903	1
250	1.52E+06	7
250	321838	6
250	1.24E+06	2
250	1.38E+06	4
250	1.08E+06	19
250	550452	11
250	473617	5
250	5.10E+06	9
250	3.07E+06	4
250	329543	2
250	373828	5
250	452066	18
250	727625	12
250	414841	6
250	649544	4
250	550966	4
250	546571	6
250	494814	4
250	387933	6
250	684836	7
250	579799	12
250	1.09E+06	14
250	948249	14
250	2.02E+06	18
250	265332	3
250	1.38E+06	4
250	577483	11
250	3.80E+06	19
250	1.35E+06	16
250	2.85E+06	17
250	715546	1
250	978460	18
250	678986	15
250	2.80E+06	6
250	644189	1
250	1.49E+06	26
250	1.46E+06	13
250	1.68E+06	10
250	660624	29
250	3.17E+06	13
250	3.19E+06	3
250	3.04E+06	7
250	2.63E+06	19
250	2.97E+06	21
250	6.27E+06	26
250	4.02E+06	24
250	1.41E+06	7
250	4.73E+06	13
250	949380	11
250	1.45E+07	2
250	1.63E+06	6
250	1.80E+06	15
250	2.02E+06	8
250	1.72E+06	10
250	1.81E+06	16
